timestamp,actual,forecast,mase,mape,rmse,refit_flag,mase_rolling_24h,mape_rolling_24h,rmse_rolling_24h
2015-03-02 00:00:00+00:00,9207.0,9485.836,0.8166830251248861,2.3146061634281847,326.6763160691853,1,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 01:00:00+00:00,8963.0,9093.943,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 02:00:00+00:00,8856.0,9034.651,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 03:00:00+00:00,9019.0,9211.677,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 04:00:00+00:00,9679.0,9755.185,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 05:00:00+00:00,11041.0,10682.457,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 06:00:00+00:00,11772.0,11365.517,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 07:00:00+00:00,11817.0,11988.284,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 08:00:00+00:00,11945.0,12346.216,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 09:00:00+00:00,11902.0,12433.815,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 10:00:00+00:00,12149.0,12472.248,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 11:00:00+00:00,12049.0,12321.513,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 12:00:00+00:00,12221.0,12186.975,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 13:00:00+00:00,12162.0,12170.699,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 14:00:00+00:00,12014.0,12206.0205,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 15:00:00+00:00,11824.0,12447.328,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 16:00:00+00:00,11901.0,12698.569,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 17:00:00+00:00,12348.0,12710.251,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 18:00:00+00:00,12748.0,12475.741,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 19:00:00+00:00,12135.0,12091.493,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 20:00:00+00:00,11396.0,11707.557,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 21:00:00+00:00,11423.0,11399.961,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 22:00:00+00:00,11381.0,11107.192,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-02 23:00:00+00:00,10725.0,10668.16,0.8166830251248861,2.3146061634281847,326.6763160691853,0,0.8166830251248861,2.3146061634281847,326.6763160691853
2015-03-03 00:00:00+00:00,10257.0,10210.895,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 01:00:00+00:00,9864.0,9796.986,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 02:00:00+00:00,9616.0,9650.539,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 03:00:00+00:00,9668.0,9777.464,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 04:00:00+00:00,10100.0,10229.014,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 05:00:00+00:00,11335.0,10999.805,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 06:00:00+00:00,12186.0,11716.071,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 07:00:00+00:00,12330.0,12364.719,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 08:00:00+00:00,12513.0,12671.832,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
2015-03-03 09:00:00+00:00,12504.0,12778.007,0.580347357222024,1.5818149930423444,247.32974657303177,0,0.580347357222024,1.5818149930423444,247.32974657303177
