timestamp,actual,forecast,mase,mape,rmse,refit_flag,mase_rolling_24h,mape_rolling_24h,rmse_rolling_24h
2015-03-02 00:00:00+00:00,6081.0,5945.012,3.2239791867637924,11.297930514872641,1172.1807399450715,1,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 01:00:00+00:00,5894.0,5791.388,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 02:00:00+00:00,5674.0,5766.9224,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 03:00:00+00:00,5895.0,5943.8755,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 04:00:00+00:00,6492.0,6255.228,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 05:00:00+00:00,7661.0,6627.0156,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 06:00:00+00:00,8382.0,7024.51,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 07:00:00+00:00,8907.0,7384.5522,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 08:00:00+00:00,9107.0,7454.025,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 09:00:00+00:00,9441.0,7539.8613,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 10:00:00+00:00,9266.0,7408.8877,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 11:00:00+00:00,9146.0,7347.2017,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 12:00:00+00:00,8755.0,7253.4517,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 13:00:00+00:00,8955.0,7211.4053,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 14:00:00+00:00,8792.0,7254.884,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 15:00:00+00:00,8628.0,7367.3115,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 16:00:00+00:00,8610.0,7431.603,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 17:00:00+00:00,8883.0,7364.072,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 18:00:00+00:00,8271.0,7212.372,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 19:00:00+00:00,7210.0,7096.2515,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 20:00:00+00:00,6654.0,6928.9155,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 21:00:00+00:00,6405.0,6714.554,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 22:00:00+00:00,6056.0,6602.085,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-02 23:00:00+00:00,6130.0,6400.729,3.2239791867637924,11.297930514872641,1172.1807399450715,0,3.2239791867637924,11.297930514872641,1172.1807399450715
2015-03-03 00:00:00+00:00,5771.0,5848.7944,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
2015-03-03 01:00:00+00:00,5742.0,5834.487,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
2015-03-03 02:00:00+00:00,5524.0,5979.9155,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
2015-03-03 03:00:00+00:00,5711.0,6405.154,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
2015-03-03 04:00:00+00:00,6546.0,7037.3335,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
2015-03-03 05:00:00+00:00,7625.0,7693.701,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
2015-03-03 06:00:00+00:00,8597.0,8181.815,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
2015-03-03 07:00:00+00:00,8752.0,8449.287,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
2015-03-03 08:00:00+00:00,8964.0,8505.548,1.5099998940590664,5.798276553335692,532.1004741952196,0,1.5099998940590664,5.798276553335692,532.1004741952196
