timestamp,actual,forecast,lower_bound_80%,upper_bound_80%,error
2020-09-19 00:00:00+00:00,2760.0,2733.0992546081957,2684.1469552150447,2782.0515540013466,26.90074539180432
2020-09-19 01:00:00+00:00,2725.0,2739.1544961064014,2656.3285218402866,2821.9804703725163,-14.154496106401439
2020-09-19 02:00:00+00:00,2774.0,2804.623921603958,2693.4627104377773,2915.7851327701387,-30.623921603958024
2020-09-19 03:00:00+00:00,2891.0,2947.8830215357843,2816.0620109015827,3079.704032169986,-56.88302153578434
2020-09-19 04:00:00+00:00,3087.0,3183.3359719960986,3036.564098641184,3330.107845351013,-96.33597199609858
2020-09-19 05:00:00+00:00,3406.0,3517.790653573643,3358.7595207289273,3676.8217864183584,-111.79065357364289
2020-09-19 06:00:00+00:00,3577.0,3746.9128638682278,3576.2875483345133,3917.538179401942,-169.91286386822776
2020-09-19 07:00:00+00:00,3654.0,3819.26678419221,3637.043046351699,4001.4905220327205,-165.2667841922098
2020-09-19 08:00:00+00:00,3698.0,3883.480304357187,3689.887447501409,4077.073161212965,-185.48030435718692
2020-09-19 09:00:00+00:00,3678.0,3882.4584644277165,3678.1256621935063,4086.791266661927,-204.45846442771654
2020-09-19 10:00:00+00:00,3604.0,3887.5170151275947,3673.193933391267,4101.840096863923,-283.51701512759473
2020-09-19 11:00:00+00:00,3515.0,3862.8454637725736,3639.1377650928575,4086.5531624522896,-347.84546377257357
2020-09-19 12:00:00+00:00,3503.0,3857.210100747285,3624.5188482085973,4089.901353285973,-354.2101007472852
2020-09-19 13:00:00+00:00,3551.0,3888.0519513130357,3646.6536082827374,4129.4502943433345,-337.0519513130357
2020-09-19 14:00:00+00:00,3611.0,3899.8757511738772,3650.0186243525513,4149.732877995203,-288.87575117387723
2020-09-19 15:00:00+00:00,3712.0,3959.9880931837934,3701.9347874107807,4218.041398956806,-247.98809318379335
2020-09-19 16:00:00+00:00,3925.0,4003.702033427032,3737.7201405578176,4269.683926296246,-78.70203342703189
2020-09-19 17:00:00+00:00,3967.0,3971.7719631557366,3698.1096391863207,4245.434287125152,-4.771963155736557
2020-09-19 18:00:00+00:00,3675.0,3911.271180952952,3630.145141784045,4192.397220121859,-236.2711809529519
2020-09-19 19:00:00+00:00,3532.0,3692.0658324535007,3403.665598315757,3980.4660665912443,-160.06583245350066
2020-09-19 20:00:00+00:00,3323.0,3437.8645841669463,3142.3630491405756,3733.366119193317,-114.86458416694632
2020-09-19 21:00:00+00:00,3084.0,3134.829109861926,2832.3899837990175,3437.2682359248347,-50.8291098619261
2020-09-19 22:00:00+00:00,2893.0,2924.37212836058,2615.1516894427805,3233.5925672783796,-31.372128360580064
2020-09-19 23:00:00+00:00,2774.0,2810.3191496049194,2494.4649230740356,3126.173376135803,-36.3191496049194
2020-09-20 00:00:00+00:00,2748.0,2714.9725705482965,2665.2419906624896,2764.7031504341035,33.02742945170348
2020-09-20 01:00:00+00:00,2740.0,2688.3246801971673,2604.473963098573,2772.1753972957613,51.675319802832746
2020-09-20 02:00:00+00:00,2779.0,2750.0607296838853,2637.83726699333,2862.2841923744404,28.939270316114744
2020-09-20 03:00:00+00:00,2869.0,2912.612442541611,2779.7155857566095,3045.5092993266126,-43.61244254161102
2020-09-20 04:00:00+00:00,3021.0,3153.969672581497,3006.087609226464,3301.85173593653,-132.96967258149698
2020-09-20 05:00:00+00:00,3325.0,3486.300903923362,3326.123007063128,3646.478800783596,-161.30090392336206
2020-09-20 06:00:00+00:00,3579.0,3682.9005290196483,3511.1020012109234,3854.699056828373,-103.90052901964827
2020-09-20 07:00:00+00:00,3661.0,3748.121140427423,3564.7001551324847,3931.5421257223616,-87.12114042742314
2020-09-20 08:00:00+00:00,3693.0,3801.8815571096984,3607.0563464500974,3996.7067677692994,-108.8815571096984
2020-09-20 09:00:00+00:00,3683.0,3792.7241025828844,3587.1111476402784,3998.3370575254903,-109.72410258288437
2020-09-20 10:00:00+00:00,3607.0,3787.34235000426,3571.6884545827925,4002.9962454257275,-180.34235000425997
2020-09-20 11:00:00+00:00,3538.0,3742.790600615466,3517.707877439574,3967.8733237913575,-204.7906006154658
2020-09-20 12:00:00+00:00,3526.0,3735.954579950341,3501.8522309677874,3970.056928932895,-209.9545799503412
2020-09-20 13:00:00+00:00,3571.0,3765.7547559984123,3522.9130641633215,4008.596447833503,-194.7547559984123
2020-09-20 14:00:00+00:00,3674.0,3777.9917796516756,3526.658041657798,4029.325517645553,-103.99177965167564
2020-09-20 15:00:00+00:00,3760.0,3845.911686477482,3586.3459459628207,4105.477426992143,-85.91168647748191
2020-09-20 16:00:00+00:00,4020.0,3939.7407300205537,3672.2095409502676,4207.27191909084,80.25926997944634
2020-09-20 17:00:00+00:00,4150.0,3976.973924936167,3701.72654669122,4252.221303181113,173.0260750638331
2020-09-20 18:00:00+00:00,3872.0,3791.077454568023,3508.332601198002,4073.8223079380437,80.92254543197714
2020-09-20 19:00:00+00:00,3588.0,3587.259511419021,3297.2082212756495,3877.310801562392,0.7404885809792177
2020-09-20 20:00:00+00:00,3318.0,3343.417258620792,3046.233023592553,3640.601493649031,-25.417258620791927
2020-09-20 21:00:00+00:00,3004.0,3063.313380118947,2759.1599907848417,3367.466769453052,-59.31338011894695
2020-09-20 22:00:00+00:00,2842.0,2859.4768515902215,2548.5107278675628,3170.44297531288,-17.476851590221486
2020-09-20 23:00:00+00:00,2751.0,2739.717039161196,2422.0861628531848,3057.3479154692077,11.282960838803774
2020-09-21 00:00:00+00:00,2681.0,2721.285715584131,2671.3054035825994,2771.266027585663,-40.28571558413114
